title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 020A 04 S316,LE 020A 04 S316,LE020A04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.375,1.375,34.93,3.493,0.035,0.035,0.89,0.089,2.92,2.92,0.511,5.11,0.0521,0.521,52.1,521,0.292,0.292,0.0511,0.511,0.00521,0.0521,5.21,52.1,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,59.1669,59.2,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.811,1.811,8.056,0.8215,821.5,1.881,1.881,47.78,4.778,1.205,1.205,30.61,3.061,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00193,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 05 M,LE 020A 05 M,LE020A05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,3.2,3.2,0.56,5.6,0.0571,0.571,57.1,571,0.32,0.32,0.056,0.56,0.00571,0.0571,5.71,57.1,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,64.7878,64.8,0.02,0.02,0.51,0.051,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,2.9,2.9,12.9,1.3154,1315.4,2.28,2.28,57.91,5.791,1.33,1.33,33.78,3.378,Factory Option,Zinc Plate and Bake per ASTM B633,0.00207,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 05 S,LE 020A 05 S,LE020A05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,2.67,2.67,0.468,4.68,0.0477,0.477,47.7,477,0.267,0.267,0.0468,0.468,0.00477,0.0477,4.77,47.7,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,64.7069,64.7,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.4157,2.4157,10.746,1.0958,1095.8,2.28,2.28,57.91,5.791,1.33,1.33,33.78,3.378,Factory Option,Passivate per ASTM A967,0.0021,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 05 S316,LE 020A 05 S316,LE020A05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,2.67,2.67,0.468,4.68,0.0477,0.477,47.7,477,0.267,0.267,0.0468,0.468,0.00477,0.0477,4.77,47.7,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,64.7069,64.7,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.811,1.811,8.056,0.8215,821.5,2.053,2.053,52.15,5.215,1.33,1.33,33.78,3.378,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0021,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 06 M,LE 020A 06 M,LE020A06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,2.7,2.7,0.473,4.73,0.0482,0.482,48.2,482,0.27,0.27,0.0473,0.473,0.00482,0.0482,4.82,48.2,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,76.7855,76.8,0.02,0.02,0.51,0.051,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,2.9,2.9,12.9,1.3154,1315.4,2.68,2.68,68.07,6.807,1.58,1.58,40.13,4.013,Factory Option,Zinc Plate and Bake per ASTM B633,0.00244,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 06 S,LE 020A 06 S,LE020A06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,2.25,2.25,0.394,3.94,0.0402,0.402,40.2,402,0.225,0.225,0.0394,0.394,0.00402,0.0402,4.02,40.2,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,76.7855,76.8,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.4157,2.4157,10.746,1.0958,1095.8,2.68,2.68,68.07,6.807,1.58,1.58,40.13,4.013,Factory Option,Passivate per ASTM A967,0.00249,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 06 S316,LE 020A 06 S316,LE020A06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,2.25,2.25,0.394,3.94,0.0402,0.402,40.2,402,0.225,0.225,0.0394,0.394,0.00402,0.0402,4.02,40.2,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,76.7855,76.8,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.811,1.811,8.056,0.8215,821.5,2.406,2.406,61.11,6.111,1.58,1.58,40.13,4.013,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00249,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 07 M,LE 020A 07 M,LE020A07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,2.3,2.3,0.403,4.03,0.0411,0.411,41.1,411,0.23,0.23,0.0403,0.403,0.00411,0.0411,4.11,41.1,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,90.1395,90.1,0.02,0.02,0.51,0.051,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,2.9,2.9,12.9,1.3154,1315.4,3.09,3.09,78.49,7.849,1.83,1.83,46.48,4.648,Factory Option,Zinc Plate and Bake per ASTM B633,0.00285,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 07 S,LE 020A 07 S,LE020A07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.92,1.92,0.336,3.36,0.0343,0.343,34.3,343,0.192,0.192,0.0336,0.336,0.00343,0.0343,3.43,34.3,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,89.983,90,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.4157,2.4157,10.746,1.0958,1095.8,3.09,3.09,78.49,7.849,1.83,1.83,46.48,4.648,Factory Option,Passivate per ASTM A967,0.0029,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 07 S316,LE 020A 07 S316,LE020A07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.92,1.92,0.336,3.36,0.0343,0.343,34.3,343,0.192,0.192,0.0336,0.336,0.00343,0.0343,3.43,34.3,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,89.983,90,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.811,1.811,8.056,0.8215,821.5,2.769,2.769,70.33,7.033,1.83,1.83,46.48,4.648,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0029,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 08 M,LE 020A 08 M,LE020A08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,2,2,0.35,3.5,0.0357,0.357,35.7,357,0.2,0.2,0.035,0.35,0.00357,0.0357,3.57,35.7,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,103.6605,103.7,0.02,0.02,0.51,0.051,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,2.9,2.9,12.9,1.3154,1315.4,3.5,3.5,88.9,8.89,2.08,2.08,52.83,5.283,Factory Option,Zinc Plate and Bake per ASTM B633,0.00327,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 08 S,LE 020A 08 S,LE020A08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,1.67,1.67,0.292,2.92,0.0298,0.298,29.8,298,0.167,0.167,0.0292,0.292,0.00298,0.0298,2.98,29.8,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,103.4536,103.5,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.4157,2.4157,10.746,1.0958,1095.8,3.5,3.5,88.9,8.89,2.08,2.08,52.83,5.283,Factory Option,Passivate per ASTM A967,0.00333,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020A 08 S316,LE 020A 08 S316,LE020A08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,1.67,1.67,0.292,2.92,0.0298,0.298,29.8,298,0.167,0.167,0.0292,0.292,0.00298,0.0298,2.98,29.8,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,103.4536,103.5,0.02,0.02,0.51,0.051,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.811,1.811,8.056,0.8215,821.5,3.134,3.134,79.6,7.96,2.08,2.08,52.83,5.283,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00333,0.085,0.085,2.16,0.216,Random,0.02,0.02,0.51,0.051
LE 020B 01 M,LE 020B 01 M,LE020B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,3.3,3.3,0.578,5.78,0.0589,0.589,58.9,589,0.33,0.33,0.0578,0.578,0.00589,0.0589,5.89,58.9,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,15.338,15.3,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,1.165,1.165,29.59,2.959,0.329,0.329,8.36,0.836,Factory Option,Zinc Plate and Bake per ASTM B633,0.00086,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 01 S,LE 020B 01 S,LE020B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.75,2.75,0.482,4.82,0.0491,0.491,49.1,491,0.275,0.275,0.0482,0.482,0.00491,0.0491,4.91,49.1,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,15.338,15.3,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,1.165,1.165,29.59,2.959,0.329,0.329,8.36,0.836,Factory Option,Passivate per ASTM A967,0.00088,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 01 S316,LE 020B 01 S316,LE020B01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.75,2.75,0.482,4.82,0.0491,0.491,49.1,491,0.275,0.275,0.0482,0.482,0.00491,0.0491,4.91,49.1,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,15.338,15.3,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,1.012,1.012,25.7,2.57,0.329,0.329,8.36,0.836,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00088,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 02 M,LE 020B 02 M,LE020B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.8,1.8,0.315,3.15,0.0321,0.321,32.1,321,0.18,0.18,0.0315,0.315,0.00321,0.0321,3.21,32.1,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,28.1197,28.1,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,1.865,1.865,47.37,4.737,0.579,0.579,14.71,1.471,Factory Option,Zinc Plate and Bake per ASTM B633,0.00149,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 02 S,LE 020B 02 S,LE020B02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,28.1197,28.1,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,1.865,1.865,47.37,4.737,0.579,0.579,14.71,1.471,Factory Option,Passivate per ASTM A967,0.00152,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 02 S316,LE 020B 02 S316,LE020B02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,28.1197,28.1,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,1.585,1.585,40.26,4.026,0.579,0.579,14.71,1.471,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00152,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 03 M,LE 020B 03 M,LE020B03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,33.7436,33.7,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,2.19,2.19,55.63,5.563,0.704,0.704,17.88,1.788,Factory Option,Zinc Plate and Bake per ASTM B633,0.00177,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 03 S,LE 020B 03 S,LE020B03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,1.25,1.25,0.219,2.19,0.0223,0.223,22.3,223,0.125,0.125,0.0219,0.219,0.00223,0.0223,2.23,22.3,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,33.7436,33.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,2.19,2.19,55.63,5.563,0.704,0.704,17.88,1.788,Factory Option,Passivate per ASTM A967,0.0018,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 03 S316,LE 020B 03 S316,LE020B03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,1.25,1.25,0.219,2.19,0.0223,0.223,22.3,223,0.125,0.125,0.0219,0.219,0.00223,0.0223,2.23,22.3,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,33.7436,33.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,1.852,1.852,47.04,4.704,0.704,0.704,17.88,1.788,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0018,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 04 M,LE 020B 04 M,LE020B04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,1.3,1.3,0.228,2.28,0.0232,0.232,23.2,232,0.13,0.13,0.0228,0.228,0.00232,0.0232,2.32,23.2,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,38.9349,38.9,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,2.495,2.495,63.37,6.337,0.829,0.829,21.06,2.106,Factory Option,Zinc Plate and Bake per ASTM B633,0.00203,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 04 S,LE 020B 04 S,LE020B04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,39.0551,39.1,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,2.495,2.495,63.37,6.337,0.829,0.829,21.06,2.106,Factory Option,Passivate per ASTM A967,0.00207,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 04 S316,LE 020B 04 S316,LE020B04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,39.0551,39.1,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,2.111,2.111,53.62,5.362,0.829,0.829,21.06,2.106,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00207,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 05 M,LE 020B 05 M,LE020B05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,1.1,1.1,0.193,1.93,0.0196,0.196,19.6,196,0.11,0.11,0.0193,0.193,0.00196,0.0196,1.96,19.6,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,46.014,46,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,2.87,2.87,72.9,7.29,0.954,0.954,24.23,2.423,Factory Option,Zinc Plate and Bake per ASTM B633,0.00238,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 05 S,LE 020B 05 S,LE020B05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,45.8473,45.8,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,2.87,2.87,72.9,7.29,0.954,0.954,24.23,2.423,Factory Option,Passivate per ASTM A967,0.00242,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
